,cluster ID,size,mirai_ratio,Port17140,Port17132,Port17128,Port17130,Port17138,Port17136,Port17134,Port17142,Port80,Port8080,Port23,Port2323,Port81,Port5555,Port1023,Port52869,Port8443,Port49152,Port7574,Port37215,Port54594,Port34218,Port34226,Port34224,Port34228,Port34216,Port34220,Port33964,Port33960,Port33962,Port33970,Port33968,Port33972,Port50401,Port34222,Port34230,Port33966,Port33974,Port445,Port0,Port22,Port8291,Port8728,Port1433,Port8000,Port8081,Port5353,Port2004,Port11211,Port6881,Port8082,Port443,Port4000,Port5060,Port8083,Port8088,Port6379,Port30301,Port7001,Port9527,Port7002,Port9200,Port1027,Port3389,Port1900,Port21,Port5900,Port6380,Port88,Port8181,Port389,Port35,Port5000,Port5001,Port8008,Port4444,Port49153,Port7547,Port56880,Port137,Port5984,Port2222,Port8001,Port2480,Port8888,Port139,Port53,Port3544,Port873,Port50070,Port161,Port631,Port9000,Port27017,Port4786,Port111,Port1883,Port8090,Port3306,Port554
0,0.0,1732.0,0.0,1.0,0.0,0.6737875288683602,0.0,1.0,1.0,0.29503464203233254,1.0,0.0005773672055427252,0.0005773672055427252,0.0005773672055427252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034642032332563508,0.027713625866050806,0.027136258660508082,0.028290993071593534,0.03926096997690531,0.04387990762124711,0.028290993071593534,0.03579676674364896,0.03002309468822171,0.03868360277136259,0.030600461893764433,0.03175519630484988,0.03926096997690531,0.0011547344110854503,0.016166281755196306,0.018475750577367205,0.015011547344110854,0.021362586605080832,0.0017321016166281754,0.0023094688221709007,0.0,0.0,0.0,0.0005773672055427252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005773672055427252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005773672055427252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005773672055427252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,68600.0,0.0012682215743440232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010204081632653062,1.457725947521866e-05,0.002536443148688047,0.000641399416909621,0.000685131195335277,0.0006122448979591838,0.00040816326530612246,0.0005685131195335277,0.00036443148688046647,0.0,0.0,0.001982507288629738,0.0015160349854227407,0.0016326530612244899,0.0013556851311953353,0.0,0.0,0.0013848396501457726,0.00141399416909621,0.0009475218658892129,0.0014723032069970847,0.0,0.00024781341107871723,0.0009620991253644315,0.0007871720116618076,0.0008454810495626822,0.0007580174927113703,0.04294460641399417,0.0,0.005393586005830904,0.0002915451895043732,0.00024781341107871723,0.021034985422740526,0.003600583090379009,0.0008163265306122449,0.0008892128279883383,0.0003061224489795919,0.0003498542274052478,0.001982507288629738,0.0004227405247813411,0.002448979591836735,0.0005393586005830904,0.00018950437317784258,0.0002915451895043732,0.0005830903790087463,0.0005102040816326531,0.00024781341107871723,0.0007434402332361517,0.0009766763848396503,0.0006997084548104956,0.0005830903790087463,0.00045189504373177846,0.004606413994169096,0.0002915451895043732,0.004198250728862974,0.003731778425655977,0.0004373177842565598,0.00036443148688046647,0.0006122448979591838,0.00033527696793002917,0.0,0.0003935860058309038,0.0004373177842565598,0.00011661807580174928,0.0002623906705539359,5.830903790087464e-05,0.00018950437317784258,0.00048104956268221576,0.0019533527696793005,0.0002915451895043732,0.0038775510204081634,0.0030466472303207,0.00033527696793002917,0.0012973760932944607,0.003513119533527697,0.0008600583090379009,0.007492711370262391,0.0003206997084548105,0.0001457725947521866,0.0005247813411078718,0.0003061224489795919,0.0006122448979591838,0.0002915451895043732,0.00036443148688046647,0.0002769679300291545,0.0001749271137026239,0.0003206997084548105,0.0003935860058309038,0.00040816326530612246
2,2.0,1307.0,0.0,0.9785604900459418,0.9854517611026035,0.9816232771822359,0.9831546707503829,0.9816232771822359,0.9785604900459418,0.9234303215926494,0.9356814701378254,0.0,0.0,0.0,0.0,0.0,0.0015313935681470138,0.0,0.0,0.0,0.0,0.0,0.0,0.0015313935681470138,0.10643185298621746,0.1339969372128637,0.09188361408882083,1.0,0.1447166921898928,0.09494640122511486,0.13935681470137826,0.10490045941807045,0.16232771822358347,1.0,0.10183767228177643,0.09571209800918837,0.0,0.09800918836140889,0.1225114854517611,0.10336906584992343,0.09571209800918837,0.0007656967840735069,0.006125574272588055,0.0,0.0,0.0,0.0015313935681470138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007656967840735069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002297090352220521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3.0,8776.0,0.0060391978122151324,0.001025524156791249,0.0009115770282588879,0.0011394712853236098,0.0012534184138559708,0.00022789425706472196,0.0005697356426618049,0.0005697356426618049,0.0007976298997265269,0.007634457611668186,0.0,0.9865542388331814,0.022447584320875114,1.0,0.004329990884229717,0.0011394712853236098,0.0037602552415679125,0.004443938012762078,0.005355515041020966,0.0030765724703737465,0.004102096627164996,0.004443938012762078,0.0,0.0,0.0,0.00011394712853236098,0.00011394712853236098,0.00011394712853236098,0.00011394712853236098,0.00034184138559708297,0.0005697356426618049,0.00011394712853236098,0.00022789425706472196,0.00011394712853236098,0.0014813126709206927,0.0,0.00022789425706472196,0.0,0.00022789425706472196,0.0027347310847766638,0.0005697356426618049,0.00045578851412944393,0.0,0.0005697356426618049,0.00011394712853236098,0.0036463081130355514,0.004329990884229717,0.02894257064721969,0.0,0.00011394712853236098,0.00034184138559708297,0.0036463081130355514,0.00022789425706472196,0.00034184138559708297,0.00011394712853236098,0.00011394712853236098,0.00034184138559708297,0.00011394712853236098,0.00011394712853236098,0.00022789425706472196,0.00022789425706472196,0.00011394712853236098,0.00011394712853236098,0.00022789425706472196,0.0,0.00034184138559708297,0.0,0.0,0.00011394712853236098,0.005925250683682771,0.0036463081130355514,0.0005697356426618049,0.00022789425706472196,0.00011394712853236098,0.00011394712853236098,0.00022789425706472196,0.00022789425706472196,0.0,0.00011394712853236098,0.00011394712853236098,0.0,0.00045578851412944393,0.00011394712853236098,0.00022789425706472196,0.00022789425706472196,0.00022789425706472196,0.00011394712853236098,0.00045578851412944393,0.00011394712853236098,0.00011394712853236098,0.00011394712853236098,0.0,0.00045578851412944393,0.00022789425706472196,0.0,0.0,0.00011394712853236098,0.00022789425706472196,0.00011394712853236098,0.0,0.0
4,4.0,1222.0,0.0,0.005756578947368421,0.003289473684210526,0.004111842105263158,0.0024671052631578946,0.003289473684210526,0.003289473684210526,0.004111842105263158,0.0024671052631578946,0.9827302631578947,0.981907894736842,0.4539473684210526,0.0,0.8717105263157894,0.841282894736842,0.0,0.8955592105263157,0.859375,0.875,0.8939144736842105,0.8643092105263157,0.0008223684210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0008223684210526315,0.0008223684210526315,0.0,0.0008223684210526315,0.0008223684210526315,0.0,0.0,0.0,0.0,0.0,0.0008223684210526315,0.0,0.0024671052631578946,0.0,0.0,0.0,0.0,0.006578947368421052,0.009868421052631578,0.004111842105263158,0.0008223684210526315,0.004111842105263158,0.003289473684210526,0.005756578947368421,0.0,0.004934210526315789,0.001644736842105263,0.004934210526315789,0.0008223684210526315,0.0,0.006578947368421052,0.0,0.0,0.0,0.0,0.001644736842105263,0.0,0.001644736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008223684210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5.0,3202.0,0.0,0.9649781113195748,0.9912445278298937,0.9652908067542214,0.9849906191369606,0.9812382739212008,0.9652908067542214,0.9912445278298937,0.9859287054409006,0.0,0.0,0.0009380863039399625,0.0,0.0,0.00031269543464665416,0.0,0.0,0.0,0.0,0.0,0.0,0.00031269543464665416,0.11819887429643527,0.12038774233896185,0.11350844277673545,1.0,0.11507191994996874,0.0,0.0,0.0,0.11819887429643527,0.0,0.10600375234521577,0.09130706691682301,0.0,0.06910569105691057,0.0,0.08348968105065666,0.07535959974984366,0.0009380863039399625,0.0075046904315197,0.0,0.0,0.0,0.0006253908692933083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031269543464665416,0.0,0.0,0.0,0.0,0.0,0.0,0.0006253908692933083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006253908692933083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6.0,9750.0,0.0,0.0,1.0,1.0,0.20953846153846153,0.0,0.0,0.0,0.09702564102564103,0.0,0.0,0.0,0.00010256410256410256,0.0,0.0006153846153846153,0.0,0.0,0.0,0.0,0.0,0.0,0.0035897435897435897,0.009025641025641025,0.011179487179487179,0.010769230769230769,0.009025641025641025,0.006666666666666666,0.010564102564102564,0.0033846153846153844,0.00923076923076923,0.009743589743589742,0.008512820512820513,0.009948717948717949,0.009025641025641025,0.00010256410256410256,0.004923076923076922,0.005948717948717948,0.004205128205128205,0.005641025641025641,0.0019487179487179486,0.0045128205128205125,0.0,0.00010256410256410256,0.0,0.0007179487179487179,0.00010256410256410256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010256410256410256,0.0,0.0,0.0,0.0,0.0,0.0,0.00010256410256410256,0.00020512820512820512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010256410256410256,0.0,0.0,0.0,0.00010256410256410256,0.0,0.0,0.0,0.0,0.00010256410256410256,0.0,0.0,0.0,0.0,0.00041025641025641023,0.0,0.0,0.0,0.0,0.00010256410256410256,0.0,0.0,0.00010256410256410256,0.0,0.00010256410256410256,0.0,0.0
7,7.0,814.0,0.0,0.9937655860349127,0.9900249376558603,0.9925187032418953,0.9937655860349127,0.9962593516209476,0.9887780548628429,0.9675810473815462,0.9812967581047382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012468827930174563,0.7094763092269326,0.7057356608478803,0.057356608478802994,0.16957605985037405,0.17830423940149626,0.10473815461346633,0.12344139650872818,0.07356608478802992,0.8865336658354115,0.6246882793017456,0.08728179551122195,0.19201995012468828,0.0,0.08104738154613467,0.15211970074812967,0.10972568578553615,0.5685785536159601,0.0,0.007481296758104738,0.0,0.0,0.0,0.003740648379052369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012468827930174563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012468827930174563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012468827930174563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8.0,470.0,0.0,0.0,1.0,0.1702127659574468,0.0,0.0,0.18723404255319148,0.1127659574468085,0.12127659574468086,0.002127659574468085,0.0,0.0,0.002127659574468085,0.0,0.0,0.002127659574468085,0.0,0.0,0.0,0.0,0.0,0.00425531914893617,0.027659574468085108,0.00425531914893617,0.012765957446808512,0.025531914893617023,0.012765957446808512,0.025531914893617023,1.0,0.014893617021276596,0.01702127659574468,0.02127659574468085,0.010638297872340425,0.00851063829787234,0.0,0.00425531914893617,0.00425531914893617,0.010638297872340425,0.00425531914893617,0.002127659574468085,0.002127659574468085,0.0,0.0,0.0,0.00425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002127659574468085,0.0,0.0,0.0,0.00425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9.0,1371.0,0.0,0.9818181818181818,0.9883636363636363,0.9883636363636363,0.976,0.981090909090909,0.9847272727272727,0.9716363636363636,0.9323636363636363,0.0,0.0007272727272727272,0.0,0.0,0.0,0.0007272727272727272,0.0,0.0,0.0,0.0,0.0,0.0,0.0014545454545454545,0.19636363636363635,0.0,0.1978181818181818,0.18327272727272725,0.15345454545454545,0.9999999999999999,0.9999999999999999,0.16654545454545452,0.16872727272727273,0.16218181818181818,0.15054545454545454,0.11636363636363636,0.0007272727272727272,0.11199999999999999,0.11418181818181818,0.07563636363636363,0.09454545454545454,0.002909090909090909,0.01309090909090909,0.0,0.0,0.0,0.0014545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007272727272727272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
